timestamp, name, uuid, driver_version, pstate, temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/14 07:05:12.373, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.28 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:13.375, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 109.00 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:14.377, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 80.98 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:15.379, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 128.11 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:16.380, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 127.27 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:17.382, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 120.54 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:18.384, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 72.32 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:19.386, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 109.95 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:20.389, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 82.74 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:21.391, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 114.19 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:22.394, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 79.65 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:23.395, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 123.77 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:24.397, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 70.23 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:25.399, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.46 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:26.401, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.93 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:27.402, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.43 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:28.405, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.93 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:29.407, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 111.16 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:30.408, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 79.43 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:31.410, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 80.77 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:32.412, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 113.68 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:33.416, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.38 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:34.419, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.58 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:35.420, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 99.02 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:36.422, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 92.97 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:37.423, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.20 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:38.425, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 122.10 W, 35 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:39.427, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.48 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:40.428, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 100.15 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:41.429, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 95.18 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:42.431, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 122.53 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:43.432, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 122.14 W, 33 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:44.435, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 121.16 W, 33 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:45.438, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 119.40 W, 31 %, 22 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:46.440, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 118.26 W, 31 %, 22 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:47.442, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 83.06 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:48.444, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 104.01 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:49.445, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.36 W, 36 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:50.447, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.86 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:51.449, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.62 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:52.451, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.98 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:53.453, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 103.65 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:54.455, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 87.55 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:55.457, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 115.34 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:56.459, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 75.96 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:57.462, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 127.25 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:58.464, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 89.93 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:05:59.466, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 100.25 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:00.468, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.56 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:01.470, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.87 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:02.473, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.55 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:03.475, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.58 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:04.476, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 113.85 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:05.478, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 74.92 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:06.480, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.73 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:07.482, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 121.85 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:08.483, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.71 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:09.486, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 76.53 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:10.487, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 113.53 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:11.489, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.48 W, 30 %, 21 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:12.491, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.50 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:13.492, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 102.65 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:14.494, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 85.19 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:15.496, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.03 W, 36 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:16.498, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.55 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:17.500, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.65 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:18.505, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 123.09 W, 33 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:19.508, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 122.20 W, 25 %, 18 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:20.509, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 74.34 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:21.511, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 108.95 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:22.513, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.96 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:23.515, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 95.30 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:24.517, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 97.96 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:25.518, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.80 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:26.520, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 120.33 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:27.522, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 70.18 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:28.524, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 121.80 W, 33 %, 23 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:29.526, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 120.65 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:30.528, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 122.56 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:31.529, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 122.16 W, 34 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:32.531, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 122.68 W, 34 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:33.532, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 101.11 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:34.534, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 86.38 W, 38 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:35.535, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 98.36 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:36.537, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 90.82 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:37.539, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.55 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:38.540, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 127.19 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:39.543, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 82.15 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:40.544, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 113.94 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:41.545, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 125.50 W, 36 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:42.547, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 126.58 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:43.548, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 127.21 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:44.550, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 104.84 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:45.551, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 89.68 W, 38 %, 28 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:46.553, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 127.29 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:47.554, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 126.10 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:48.557, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 126.38 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:49.558, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 124.46 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:50.559, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 113.08 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:51.561, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 79.67 W, 35 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:52.563, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.33 W, 35 %, 25 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:53.564, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.93 W, 34 %, 24 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:54.567, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.96 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:55.568, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 125.83 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:56.570, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 106.60 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:57.571, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 84.26 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:58.573, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 126.34 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:06:59.574, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 124.43 W, 31 %, 22 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:07:00.576, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 35, 124.19 W, 37 %, 27 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:07:01.577, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 34, 124.71 W, 37 %, 26 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
2026/09/14 07:07:02.578, NVIDIA GeForce RTX 4090, GPU-aa7f7166-9ea5-7f29-fdcd-564e63997805, 570.195.03, P0, 33, 103.24 W, 0 %, 0 %, 8658 MiB, 24564 MiB, 2520 MHz, 10501 MHz
